relid,year,type_of_violence,best
RUS-2013-1-773-62,2013,1,0
RUS-2013-1-773-63,2013,1,0
RUS-2013-1-773-72,2013,1,2
RUS-2013-1-773-65,2013,1,3
RUS-2013-1-773-67,2013,1,2
RUS-2013-1-773-68,2013,1,2
RUS-2013-1-773-70,2013,1,1
RUS-2013-1-773-73,2013,1,1
RUS-2013-1-773-74,2013,1,3
RUS-2013-1-773-75,2013,1,2
RUS-2013-1-773-77,2013,1,1
RUS-2013-1-773-79,2013,1,14
RUS-2013-1-773-76,2013,1,4
RUS-2013-1-773-82,2013,1,4
RUS-2013-1-773-84,2013,1,2
RUS-2013-1-773-83,2013,1,1
RUS-2013-1-773-86,2013,1,0
RUS-2013-1-773-89,2013,1,0
RUS-2013-1-773-90,2013,1,1
RUS-2013-1-773-94,2013,1,3
RUS-2013-1-773-96,2013,1,0
RUS-2013-1-773-99,2013,1,2
RUS-2013-1-773-95,2013,1,10
RUS-2013-1-773-98,2013,1,0
RUS-2013-1-773-101,2013,1,1
RUS-2013-1-773-104,2013,1,2
RUS-2013-1-773-102,2013,1,1
RUS-2013-1-773-105,2013,1,0
RUS-2013-1-773-106,2013,1,4
RUS-2013-1-773-109,2013,1,1
RUS-2013-1-773-107,2013,1,1
RUS-2013-1-773-108,2013,1,2
RUS-2013-1-773-110,2013,1,1
RUS-2013-1-773-111,2013,1,3
RUS-2013-1-773-112,2013,1,0
RUS-2013-1-773-113,2013,1,2
RUS-2013-1-773-115,2013,1,0
RUS-2013-1-773-117,2013,1,0
RUS-2013-1-773-118,2013,1,2
RUS-2013-1-773-119,2013,1,3
RUS-2013-1-773-124,2013,1,0
RUS-2013-1-773-125,2013,1,0
RUS-2013-1-773-127,2013,1,0
RUS-2013-3-1210-4,2013,3,6
RUS-2013-1-773-130,2013,1,1
RUS-2013-1-773-129,2013,1,2
RUS-2013-3-1210-8,2013,3,0
RUS-2013-1-773-132,2013,1,3
RUS-2013-1-773-133,2013,1,1
RUS-2013-1-773-134,2013,1,0
RUS-2013-1-773-146,2013,1,3
RUS-2013-3-1210-10,2013,3,0
RUS-2013-1-773-136,2013,1,5
RUS-2013-1-773-153,2013,1,1
RUS-2013-1-773-154,2013,1,1
RUS-2013-1-773-138,2013,1,3
RUS-2013-1-773-142,2013,1,1
RUS-2013-1-773-143,2013,1,2
RUS-2013-1-773-145,2013,1,0
RUS-2013-1-773-148,2013,1,5
RUS-2013-1-773-147,2013,1,2
RUS-2013-1-773-149,2013,1,4
RUS-2013-1-773-150,2013,1,2
RUS-2013-1-773-151,2013,1,1
RUS-2013-1-773-152,2013,1,4
RUS-2013-1-773-155,2013,1,0
RUS-2013-1-773-157,2013,1,3
RUS-2013-1-773-158,2013,1,0
RUS-2013-1-773-159,2013,1,0
RUS-2013-1-773-160,2013,1,1
RUS-2013-1-773-161,2013,1,3
RUS-2013-3-1210-13,2013,3,16
RUS-2013-1-773-162,2013,1,2
RUS-2013-1-773-163,2013,1,0
RUS-2013-1-773-166,2013,1,0
RUS-2013-1-773-167,2013,1,0
RUS-2013-1-773-168,2013,1,0
RUS-2013-1-773-169,2013,1,0
RUS-2013-1-773-170,2013,1,0
RUS-2013-1-773-171,2013,1,0
RUS-2013-1-773-172,2013,1,0
RUS-2013-1-773-173,2013,1,0
RUS-2013-1-773-174,2013,1,0
RUS-2013-1-773-175,2013,1,0
RUS-1991-2-278-41,1991,2,28
RUS-2013-1-773-176,2013,1,0
RUS-2013-1-773-177,2013,1,0
RUS-2013-1-773-178,2013,1,0
RUS-2013-1-773-179,2013,1,0
RUS-2013-1-773-180,2013,1,0
RUS-1990-2-378-2,1990,2,11
RUS-1990-2-378-3,1990,2,6
RUS-1990-2-378-7,1990,2,154
RUS-2002-1-348-377.2,2002,1,1
RUS-2007-1-773-999,2007,1,0
RUS-2007-1-773-2,2007,1,2
RUS-2014-1-773-3,2014,1,1
RUS-2014-1-773-4,2014,1,3
RUS-2014-1-773-6,2014,1,1
RUS-2014-1-773-7,2014,1,1
RUS-2007-1-773-12,2007,1,1
RUS-2013-1-773-183,2013,1,2
RUS-2013-1-773-184,2013,1,1
RUS-2014-1-773-9,2014,1,6
RUS-2014-1-773-11,2014,1,0
RUS-2014-1-773-18,2014,1,5
RUS-2014-1-773-19,2014,1,2
RUS-2014-1-773-22,2014,1,4
RUS-1990-1-373-122,1990,1,109
RUS-2008-1-773-150,2008,1,1
RUS-2014-1-773-28,2014,1,2
RUS-1990-2-274-121,1990,2,0
RUS-2008-1-773-96,2008,1,4
RUS-2014-1-773-23,2014,1,4
RUS-2008-1-773-97,2008,1,1
RUS-2014-1-773-25,2014,1,7
RUS-2014-1-773-26,2014,1,1
RUS-2014-1-773-27,2014,1,9
RUS-2001-3-365-25,2001,3,3
RUS-2014-1-773-34,2014,1,2
RUS-2008-1-773-111,2008,1,3
RUS-2014-1-773-36,2014,1,1
RUS-2008-1-773-27,2008,1,5
RUS-2014-1-773-37,2014,1,2
RUS-2004-1-348-210,2004,1,3
RUS-2008-1-773-3,2008,1,4
RUS-2014-1-773-39,2014,1,2
RUS-2008-1-773-119,2008,1,2
RUS-2014-1-773-42,2014,1,0
RUS-2014-1-773-43,2014,1,4
RUS-2008-1-773-30,2008,1,1
RUS-2000-3-365-34,2000,3,7
RUS-2008-1-773-31,2008,1,2
RUS-2008-1-773-32,2008,1,2
RUS-2014-1-773-45,2014,1,1
RUS-2014-1-773-46,2014,1,2
RUS-2014-1-773-49,2014,1,2
RUS-2014-1-773-50,2014,1,6
RUS-2014-1-773-52,2014,1,3
RUS-2014-1-773-54,2014,1,1
RUS-2014-1-773-53,2014,1,0
RUS-2014-1-773-55,2014,1,3
RUS-2014-1-773-56,2014,1,1
RUS-2014-1-773-59,2014,1,1
RUS-2014-1-773-61,2014,1,1
RUS-2014-1-773-62,2014,1,1
RUS-2014-1-773-63,2014,1,1
RUS-2008-1-773-125,2008,1,3
RUS-2008-1-773-158,2008,1,2
RUS-2008-1-773-38,2008,1,2
RUS-2008-1-773-39,2008,1,4
RUS-2008-1-773-90,2008,1,0
RUS-2008-1-773-44,2008,1,1
RUS-2008-1-773-45,2008,1,3
RUS-2014-1-773-65,2014,1,2
RUS-2014-1-773-66,2014,1,1
RUS-2008-1-773-47,2008,1,1
RUS-2014-1-773-68,2014,1,2
RUS-2014-1-773-69,2014,1,1
RUS-2014-1-773-70,2014,1,4
RUS-2014-1-773-71,2014,1,0
RUS-2008-1-773-4,2008,1,0
RUS-2014-1-773-72,2014,1,3
RUS-2014-1-773-73,2014,1,1
RUS-2014-1-773-74,2014,1,3
RUS-2008-1-773-142,2008,1,1
RUS-2009-1-773-163,2009,1,1
RUS-2008-1-773-155,2008,1,3
RUS-2012-1-773-54,2012,1,5
RUS-2009-1-773-150,2009,1,1
RUS-2009-1-773-159,2009,1,2
RUS-2009-1-773-171,2009,1,1
RUS-2009-1-773-179,2009,1,5
RUS-2009-1-773-183,2009,1,1
RUS-2009-1-773-210,2009,1,3
RUS-2012-1-773-108,2012,1,1
RUS-2009-1-773-198,2009,1,20
RUS-2012-3-1210-5,2012,3,1
RUS-2009-1-773-201,2009,1,3
RUS-2009-1-773-202,2009,1,1
RUS-1991-1-370-93,1991,1,0
RUS-2009-1-773-203,2009,1,3
RUS-2009-1-773-204,2009,1,3
RUS-2009-1-773-206,2009,1,4
RUS-2009-1-773-215,2009,1,2
RUS-2009-1-773-211,2009,1,1
RUS-2009-1-773-213,2009,1,1
RUS-2000-3-1195-2,2000,3,1
RUS-1993-1-350-18,1993,1,1
RUS-2002-3-1195-4,2002,3,4
RUS-2009-1-773-217,2009,1,1
RUS-2002-3-365-25,2002,3,0
RUS-2009-1-773-218,2009,1,1
RUS-2009-1-773-219,2009,1,2
RUS-2009-1-773-220,2009,1,1
RUS-2003-1-348-13,2003,1,18
RUS-2009-1-773-223,2009,1,1
RUS-2001-3-1195-2,2001,3,1
RUS-1998-3-1195-999,1998,3,0
RUS-2009-1-773-224,2009,1,1
RUS-2009-1-773-225,2009,1,4
RUS-2009-1-773-230,2009,1,3
RUS-2009-1-773-231,2009,1,3
RUS-2009-1-773-235,2009,1,1
RUS-2000-3-1195-999,2000,3,0
RUS-2009-1-773-236,2009,1,1
RUS-2000-1-348-60,2000,1,5
RUS-1996-1-348-49,1996,1,4
RUS-2000-1-348-107,2000,1,2
RUS-2009-1-773-234,2009,1,1
RUS-2009-1-773-238,2009,1,2
RUS-2009-1-773-240,2009,1,4
RUS-2009-1-773-250,2009,1,1
RUS-2009-1-773-251,2009,1,1
RUS-2009-1-773-257,2009,1,1
RUS-2009-1-773-253,2009,1,1
RUS-2009-1-773-254,2009,1,1
RUS-2009-1-773-265,2009,1,1
RUS-2009-1-773-275,2009,1,2
RUS-2000-3-365-22,2000,3,0
RUS-2003-1-348-19,2003,1,10
RUS-2009-1-773-255,2009,1,10
RUS-2009-1-773-268,2009,1,1
RUS-2009-1-773-272,2009,1,2
RUS-2005-1-348-41,2005,1,1
RUS-2009-1-773-276,2009,1,4
RUS-2007-1-348-38,2007,1,0
RUS-2007-1-773-19,2007,1,1
RUS-2008-1-773-42,2008,1,2
RUS-2001-3-365-3,2001,3,4
RUS-2009-1-773-249,2009,1,3
RUS-2009-1-773-83,2009,1,1
RUS-2009-1-773-85,2009,1,1
RUS-2005-1-348-2,2005,1,1
RUS-2008-1-773-135,2008,1,1
RUS-2007-1-348-39,2007,1,0
RUS-2005-1-348-180,2005,1,1
RUS-2005-1-348-181,2005,1,1
RUS-2005-1-348-102,2005,1,1
RUS-2008-1-773-43,2008,1,1
RUS-2005-1-348-100,2005,1,1
RUS-2007-1-348-40,2007,1,6
RUS-2007-1-773-24,2007,1,5
RUS-2007-1-773-20,2007,1,0
RUS-2005-1-348-38,2005,1,2
RUS-2005-1-348-104,2005,1,2
RUS-2005-1-348-184,2005,1,1
RUS-2007-1-348-41,2007,1,1
RUS-2007-1-773-23,2007,1,0
RUS-2008-1-773-140,2008,1,2
RUS-2009-1-773-98,2009,1,1
RUS-2001-3-365-4,2001,3,1
RUS-2009-1-773-248,2009,1,8
RUS-2008-1-773-49,2008,1,2
RUS-2008-1-773-141,2008,1,1
RUS-2008-1-773-48,2008,1,1
RUS-2009-1-773-99,2009,1,2
RUS-2009-1-773-100,2009,1,1
RUS-2005-1-348-196,2005,1,1
RUS-2009-1-773-101,2009,1,1
RUS-2005-1-348-189,2005,1,2
RUS-2005-1-348-195,2005,1,2
RUS-2007-1-348-42,2007,1,2
RUS-2007-1-348-43,2007,1,1
RUS-2005-1-348-13,2005,1,4
RUS-2005-1-348-14,2005,1,1
RUS-2007-1-348-44,2007,1,2
RUS-2007-1-348-45,2007,1,2
RUS-2001-3-365-5,2001,3,1
RUS-2007-1-773-25,2007,1,0
RUS-2007-1-773-26,2007,1,0
RUS-2007-1-773-27,2007,1,0
RUS-2009-1-773-252,2009,1,2
RUS-2005-1-348-105,2005,1,5
RUS-2005-1-348-106,2005,1,0
RUS-2005-1-348-107,2005,1,3
RUS-2005-1-348-108,2005,1,2
RUS-2009-1-773-112,2009,1,2
RUS-2006-1-348-65,2006,1,1
RUS-2005-1-348-16,2005,1,6
RUS-2005-1-348-205,2005,1,1
RUS-2007-1-348-51,2007,1,0
RUS-2007-1-773-28,2007,1,0
RUS-2008-1-773-50,2008,1,3
RUS-2009-1-773-102,2009,1,1
RUS-2009-1-773-270,2009,1,0
RUS-2007-1-348-54,2007,1,1
RUS-2009-1-773-271,2009,1,1
RUS-2009-1-773-107,2009,1,1
RUS-2005-1-348-109,2005,1,2
RUS-2003-1-348-40,2003,1,2
RUS-2007-1-773-29,2007,1,0
RUS-2007-1-773-30,2007,1,0
RUS-2008-1-773-51,2008,1,1
RUS-2005-1-348-206,2005,1,4
RUS-2005-1-348-22,2005,1,3
RUS-2005-1-348-110,2005,1,1
RUS-2007-1-348-52,2007,1,1
RUS-2007-1-773-31,2007,1,0
RUS-2008-1-773-144,2008,1,1
RUS-2009-1-773-109,2009,1,1
RUS-2009-1-773-114,2009,1,1
RUS-2005-1-348-23,2005,1,3
RUS-2005-1-348-224,2005,1,1
RUS-2009-1-773-280,2009,1,1
RUS-2005-1-348-207,2005,1,2
RUS-2005-1-348-208,2005,1,4
RUS-2007-1-348-53,2007,1,0
RUS-2001-3-365-9,2001,3,8
RUS-2008-1-773-89,2008,1,1
RUS-2008-1-773-53,2008,1,1
RUS-2005-1-348-28,2005,1,2
RUS-2005-1-348-112,2005,1,2
RUS-2005-1-348-210,2005,1,1
RUS-2005-1-348-209,2005,1,1
RUS-2008-1-773-100,2008,1,4
RUS-2008-1-773-145,2008,1,2
RUS-2009-1-773-116,2009,1,1
RUS-2008-1-773-13,2008,1,1
RUS-2009-1-773-282,2009,1,1
RUS-2005-1-348-117,2005,1,2
RUS-2009-1-773-118,2009,1,1
RUS-2008-1-773-101,2008,1,1
RUS-2008-1-773-102,2008,1,2
RUS-2005-1-348-30,2005,1,2
RUS-2005-1-348-32,2005,1,2
RUS-2005-1-348-211,2005,1,2
RUS-2008-1-773-54,2008,1,3
RUS-2008-1-773-55,2008,1,1
RUS-2007-1-348-55,2007,1,0
RUS-2005-1-348-114,2005,1,0
RUS-2005-1-348-115,2005,1,0
RUS-2009-1-773-283,2009,1,1
RUS-2009-1-773-284,2009,1,2
RUS-2009-1-773-303,2009,1,1
RUS-2005-1-348-33,2005,1,3
RUS-2005-1-348-116,2005,1,3
RUS-2005-1-348-212,2005,1,2
RUS-2007-1-348-58,2007,1,3
RUS-2007-1-348-59,2007,1,0
RUS-2008-1-773-10,2008,1,2
RUS-2008-1-773-12,2008,1,1
RUS-2008-1-773-60,2008,1,1
RUS-2005-1-348-35,2005,1,6
RUS-2008-1-773-153,2008,1,1
RUS-2009-1-773-119,2009,1,1
RUS-2009-1-773-122,2009,1,2
RUS-2009-1-773-293,2009,1,1
RUS-2009-1-773-295,2009,1,2
RUS-2005-1-348-214,2005,1,3
RUS-2005-1-348-219,2005,1,1
RUS-2005-1-348-34,2005,1,8
RUS-2005-1-348-118,2005,1,2
RUS-2005-1-348-119,2005,1,2
RUS-2005-1-348-223,2005,1,2
RUS-2005-1-348-36,2005,1,1
RUS-2005-1-348-120,2005,1,1
RUS-2005-1-348-229,2005,1,1
RUS-2008-1-773-56,2008,1,2
RUS-2008-1-773-159,2008,1,10
RUS-2009-1-773-309,2009,1,1
RUS-2009-1-773-140,2009,1,3
RUS-2009-1-773-304,2009,1,1
RUS-2009-1-773-315,2009,1,2
RUS-2005-1-348-121,2005,1,1
RUS-2005-1-348-122,2005,1,1
RUS-2005-1-348-39,2005,1,1
RUS-2009-1-773-143,2009,1,3
RUS-2005-1-348-230,2005,1,1
RUS-2008-1-773-14,2008,1,1
RUS-2008-1-773-106,2008,1,1
RUS-2005-1-348-40,2005,1,2
RUS-2005-1-348-123,2005,1,1
RUS-2005-1-348-240,2005,1,1
RUS-2007-1-348-63,2007,1,0
RUS-2008-1-773-107,2008,1,1
RUS-2008-1-773-161,2008,1,8
RUS-2009-1-773-141,2009,1,4
RUS-2009-1-773-306,2009,1,1
RUS-2008-1-773-160,2008,1,2
RUS-2009-1-773-142,2009,1,2
RUS-2009-1-773-308,2009,1,1
RUS-2005-1-348-124,2005,1,1
RUS-2005-1-348-125,2005,1,1
RUS-2001-3-365-7,2001,3,1
RUS-2007-1-348-66,2007,1,0
RUS-2007-1-348-67,2007,1,1
RUS-2008-1-773-108,2008,1,2
RUS-2005-1-348-42,2005,1,2
RUS-2005-1-348-126,2005,1,2
RUS-2005-1-348-241,2005,1,1
RUS-2007-1-348-68,2007,1,1
RUS-2008-1-773-18,2008,1,1
RUS-2008-1-773-63,2008,1,1
RUS-2009-1-773-144,2009,1,2
RUS-2005-1-348-43,2005,1,1
RUS-2008-1-773-163,2008,1,1
RUS-2008-1-773-164,2008,1,1
RUS-2005-1-348-127,2005,1,2
RUS-2005-1-348-128,2005,1,2
RUS-2005-1-348-142,2005,1,1
RUS-2009-1-773-312,2009,1,1
RUS-2005-1-348-242,2005,1,2
RUS-2007-1-348-2,2007,1,0
RUS-2007-1-348-93,2007,1,0
RUS-2008-1-773-19,2008,1,1
RUS-2005-1-348-44,2005,1,2
RUS-2005-1-348-129,2005,1,15
RUS-2008-1-773-114,2008,1,1
RUS-2006-1-348-4,2006,1,3
RUS-2007-1-348-70,2007,1,4
RUS-2008-1-773-122,2008,1,1
RUS-2008-1-773-113,2008,1,9
RUS-2008-1-773-64,2008,1,1
RUS-2009-1-773-145,2009,1,1
RUS-2009-1-773-320,2009,1,1
RUS-2009-1-773-146,2009,1,1
RUS-2005-1-348-130,2005,1,1
RUS-2005-1-348-131,2005,1,0
RUS-2007-1-348-71,2007,1,5
RUS-2007-1-348-72,2007,1,4
RUS-2005-1-348-45,2005,1,1
RUS-2008-1-773-166,2008,1,2
RUS-2005-1-348-46,2005,1,1
RUS-2005-1-348-133,2005,1,2
RUS-2006-1-348-54,2006,1,1
RUS-2007-1-348-73,2007,1,0
RUS-2008-1-773-20,2008,1,2
RUS-2008-1-773-170,2008,1,1
RUS-2009-1-773-151,2009,1,0
RUS-2009-1-773-322,2009,1,0
RUS-2008-1-773-21,2008,1,1
RUS-2008-1-773-172,2008,1,2
RUS-2005-1-348-47,2005,1,1
RUS-2009-1-773-148,2009,1,2
RUS-2009-1-773-149,2009,1,4
RUS-2009-1-773-323,2009,1,1
RUS-2006-1-348-59,2006,1,0
RUS-2006-1-348-58,2006,1,2
RUS-2005-1-348-136,2005,1,2
RUS-2007-1-348-74,2007,1,2
RUS-1995-3-365-7,1995,3,1
RUS-2007-1-348-75,2007,1,0
RUS-2005-1-348-48,2005,1,1
RUS-2005-1-348-137,2005,1,1
RUS-2007-1-348-76,2007,1,0
RUS-2008-1-773-115,2008,1,3
RUS-2008-1-773-77,2008,1,1
RUS-2005-1-348-148,2005,1,2
RUS-2005-1-348-138,2005,1,2
RUS-2009-1-773-160,2009,1,1
RUS-2009-1-773-324,2009,1,0
RUS-2008-1-773-22,2008,1,1
RUS-2008-1-773-23,2008,1,1
RUS-2008-1-773-78,2008,1,1
RUS-2009-1-773-161,2009,1,1
RUS-2009-1-773-325,2009,1,4
RUS-2010-1-773-97,2010,1,0
RUS-2005-1-348-139,2005,1,4
RUS-2006-1-348-70,2006,1,4
RUS-2006-1-348-71,2006,1,0
RUS-2005-1-348-50,2005,1,1
RUS-2007-1-348-77,2007,1,1
RUS-2007-1-348-78,2007,1,0
RUS-2005-1-348-51,2005,1,1
RUS-2007-1-348-80,2007,1,0
RUS-2008-1-773-116,2008,1,1
RUS-2008-1-773-79,2008,1,1
RUS-2009-1-773-170,2009,1,3
RUS-2010-1-773-237,2010,1,10
RUS-2009-1-773-174,2009,1,8
RUS-2005-1-348-52,2005,1,3
RUS-2005-1-348-54,2005,1,1
RUS-2005-1-348-143,2005,1,1
RUS-2006-1-348-73,2006,1,2
RUS-2007-1-348-50,2007,1,1
RUS-2007-1-348-81,2007,1,0
RUS-2007-1-348-83,2007,1,0
RUS-2008-1-773-24,2008,1,2
RUS-2008-1-773-176,2008,1,3
RUS-2001-3-365-17,2001,3,1
RUS-2005-1-348-55,2005,1,1
RUS-2005-1-348-144,2005,1,3
RUS-2005-1-348-58,2005,1,2
RUS-2006-1-348-76,2006,1,0
RUS-2007-1-348-84,2007,1,0
RUS-2008-1-773-7,2008,1,0
RUS-2009-1-773-68,2009,1,2
RUS-2009-1-773-193,2009,1,6
RUS-2012-1-773-104,2012,1,1
RUS-2008-1-773-117,2008,1,1
RUS-2009-1-773-110,2009,1,2
RUS-2008-1-773-25,2008,1,1
RUS-2009-1-773-207,2009,1,1
RUS-2008-1-773-2,2008,1,0
RUS-2007-1-348-86,2007,1,1
RUS-2005-1-348-146,2005,1,1
RUS-2006-1-348-77,2006,1,0
RUS-2006-1-348-78,2006,1,1
RUS-2005-1-348-57,2005,1,2
RUS-2008-1-773-186,2008,1,1
RUS-2009-1-773-208,2009,1,1
RUS-2012-1-773-55,2012,1,4
RUS-2008-1-773-123,2008,1,1
RUS-2012-1-773-41,2012,1,1
RUS-2008-1-773-187,2008,1,3
RUS-2009-1-773-209,2009,1,1
RUS-2005-1-348-149,2005,1,1
RUS-1995-3-365-9,1995,3,0
RUS-2007-1-348-3,2007,1,1
RUS-2005-1-348-59,2005,1,2
RUS-2007-1-348-90,2007,1,0
RUS-2007-1-348-91,2007,1,0
RUS-2005-1-348-60,2005,1,1
RUS-2005-1-348-156,2005,1,0
RUS-2007-1-348-4,2007,1,2
RUS-2007-1-348-92,2007,1,0
RUS-2008-1-773-124,2008,1,1
RUS-2009-1-773-9,2009,1,1
RUS-2009-1-773-214,2009,1,2
RUS-2012-1-773-79,2012,1,1
RUS-2009-1-773-216,2009,1,0
RUS-2005-1-348-157,2005,1,1
RUS-2007-1-348-94,2007,1,3
RUS-2005-1-348-61,2005,1,2
RUS-2007-1-348-6,2007,1,5
RUS-2007-1-348-10,2007,1,2
RUS-2008-1-773-34,2008,1,1
RUS-2008-1-773-33,2008,1,1
RUS-2005-1-348-62,2005,1,12
RUS-2005-1-348-158,2005,1,1
RUS-2007-1-348-21,2007,1,1
RUS-2007-1-348-97,2007,1,0
RUS-2008-1-773-126,2008,1,5
RUS-2009-1-773-21,2009,1,7
RUS-2009-1-773-221,2009,1,1
RUS-2005-1-348-4,2005,1,5
RUS-2005-1-348-6,2005,1,2
RUS-2005-1-348-7,2005,1,4
RUS-2005-1-348-5,2005,1,4
RUS-2004-1-348-146,2004,1,3
RUS-2005-1-348-8,2005,1,6
RUS-2005-1-348-18,2005,1,2
RUS-2009-1-773-222,2009,1,2
RUS-2009-1-773-226,2009,1,1
RUS-2008-1-773-128,2008,1,3
RUS-2009-1-773-25,2009,1,3
RUS-2009-1-773-48,2009,1,1
RUS-2005-1-348-160,2005,1,1
RUS-2005-1-348-11,2005,1,2
RUS-2005-1-348-15,2005,1,7
RUS-2007-1-348-100,2007,1,1
RUS-2005-1-348-63,2005,1,1
RUS-2005-1-348-71,2005,1,2
RUS-2005-1-348-172,2005,1,2
RUS-2007-1-348-105,2007,1,1
RUS-2012-1-773-192,2012,1,3
RUS-2008-1-773-35,2008,1,1
RUS-2009-1-773-30,2009,1,1
RUS-2009-1-773-227,2009,1,1
RUS-2008-1-773-129,2008,1,2
RUS-2009-1-773-32,2009,1,6
RUS-2005-1-348-163,2005,1,3
RUS-2009-1-773-229,2009,1,2
RUS-2005-1-348-72,2005,1,1
RUS-2005-1-348-73,2005,1,1
RUS-2007-1-348-27,2007,1,1
RUS-2007-1-348-106,2007,1,0
RUS-2007-1-773-3,2007,1,3
RUS-2005-1-348-74,2005,1,2
RUS-2005-1-348-999,2005,1,0
RUS-2005-1-348-9,2005,1,5
RUS-2005-1-348-169,2005,1,1
RUS-2007-1-773-5,2007,1,1
RUS-2004-1-348-126,2004,1,5
RUS-2008-1-773-36,2008,1,1
RUS-2009-1-773-33,2009,1,0
RUS-2009-1-773-232,2009,1,1
RUS-2005-1-348-27,2005,1,5
RUS-2005-1-348-3,2005,1,3
RUS-2005-1-348-76,2005,1,0
RUS-2005-1-348-20,2005,1,5
RUS-2005-1-348-21,2005,1,3
RUS-2005-1-348-24,2005,1,1
RUS-2005-1-348-25,2005,1,3
RUS-2005-1-348-81,2005,1,2
RUS-2005-1-348-26,2005,1,1
RUS-2005-1-348-84,2005,1,1
RUS-2005-1-348-29,2005,1,11
RUS-2005-1-348-31,2005,1,3
RUS-2005-1-348-49,2005,1,3
RUS-2005-1-348-53,2005,1,2
RUS-2005-1-348-56,2005,1,0
RUS-2005-1-348-64,2005,1,7
RUS-2005-1-348-151,2005,1,1
RUS-2005-1-348-65,2005,1,1
RUS-2005-1-348-66,2005,1,1
RUS-2005-1-348-67,2005,1,3
RUS-2005-1-348-70,2005,1,1
RUS-2005-1-348-68,2005,1,1
RUS-2005-1-348-69,2005,1,1
RUS-2012-1-773-3,2012,1,5
RUS-2005-1-348-75,2005,1,5
RUS-2005-1-348-77,2005,1,1
RUS-2005-1-348-78,2005,1,1
RUS-2005-1-348-80,2005,1,4
RUS-2004-1-348-215,2004,1,0
RUS-2005-1-348-82,2005,1,8
RUS-2012-1-773-203,2012,1,3
RUS-2005-1-348-83,2005,1,2
RUS-2005-1-348-165,2005,1,1
RUS-2005-1-348-85,2005,1,0
RUS-2005-1-348-86,2005,1,2
RUS-2005-1-348-87,2005,1,6
RUS-2005-1-348-88,2005,1,4
RUS-2005-1-348-92,2005,1,3
RUS-2011-3-1210-4,2011,3,37
RUS-1995-3-365-10,1995,3,0
RUS-2005-1-348-93,2005,1,2
RUS-2005-1-348-94,2005,1,3
RUS-2005-1-348-98,2005,1,2
RUS-2005-1-348-97,2005,1,2
RUS-2005-1-348-113,2005,1,11
RUS-2005-1-348-132,2005,1,2
RUS-2005-1-348-171,2005,1,1
RUS-2005-1-348-134,2005,1,2
RUS-2005-1-348-145,2005,1,5
RUS-2005-1-348-147,2005,1,1
RUS-2005-1-348-150,2005,1,1
RUS-2005-1-348-152,2005,1,5
RUS-2005-1-348-154,2005,1,1
RUS-2005-1-348-153,2005,1,6
RUS-2005-1-348-155,2005,1,1
RUS-2005-1-348-161,2005,1,1
RUS-2005-1-348-162,2005,1,1
RUS-2005-1-348-164,2005,1,1
RUS-2005-1-348-166,2005,1,0
RUS-2005-1-348-167,2005,1,1
RUS-2005-1-348-168,2005,1,1
RUS-2005-1-348-170,2005,1,1
RUS-2005-1-348-174,2005,1,5
RUS-2005-1-348-182,2005,1,0
RUS-2005-1-348-183,2005,1,1
RUS-2006-1-348-116,2006,1,2
RUS-2005-1-348-185,2005,1,0
RUS-2005-1-348-186,2005,1,3
RUS-2005-1-348-187,2005,1,10
RUS-2005-1-348-188,2005,1,4
RUS-2005-1-348-190,2005,1,3
RUS-2005-1-348-191,2005,1,1
RUS-2005-1-348-192,2005,1,1
RUS-2005-1-348-193,2005,1,1
RUS-2005-1-348-194,2005,1,1
RUS-2005-1-348-197,2005,1,2
RUS-2005-1-348-198,2005,1,1
RUS-2005-1-348-199,2005,1,2
RUS-2005-1-348-202,2005,1,2
RUS-2005-1-348-215,2005,1,1
RUS-2005-1-348-200,2005,1,6
RUS-2005-1-348-201,2005,1,127
RUS-2005-1-348-243,2005,1,7
RUS-2005-1-348-204,2005,1,2
RUS-2005-1-348-213,2005,1,3
RUS-2005-1-348-217,2005,1,1
RUS-2005-1-348-218,2005,1,1
RUS-2005-1-348-220,2005,1,1
RUS-2005-1-348-221,2005,1,1
RUS-2005-1-348-222,2005,1,3
RUS-2005-1-348-225,2005,1,2
RUS-2005-1-348-226,2005,1,2
RUS-2005-1-348-227,2005,1,1
RUS-2005-1-348-228,2005,1,2
RUS-2005-1-348-231,2005,1,0
RUS-2005-1-348-232,2005,1,2
RUS-2005-1-348-234,2005,1,2
RUS-2006-1-348-456,2006,1,0
RUS-2005-1-348-235,2005,1,3
RUS-2005-1-348-236,2005,1,1
RUS-2011-1-773-13,2011,1,5
RUS-2005-1-348-237,2005,1,1
RUS-2005-1-348-238,2005,1,1
RUS-2005-1-348-239,2005,1,0
RUS-2006-1-348-3,2006,1,0
RUS-2006-1-348-5,2006,1,0
RUS-2006-1-348-6,2006,1,4
RUS-2006-1-348-115,2006,1,1
RUS-2006-1-348-7,2006,1,2
RUS-2012-1-773-228,2012,1,3
RUS-2006-1-348-8,2006,1,2
RUS-2006-1-348-10,2006,1,0
RUS-2006-1-348-11,2006,1,2
RUS-2006-1-348-12,2006,1,1
RUS-2006-1-348-14,2006,1,0
RUS-2006-1-348-26,2006,1,1
RUS-2009-1-773-78,2009,1,4
RUS-2006-1-348-127,2006,1,1
RUS-2006-1-348-13,2006,1,1
RUS-2006-1-348-16,2006,1,4
