relid,year,type_of_violence,best
RUS-2006-1-348-18,2006,1,2
RUS-2006-1-348-17,2006,1,1
RUS-2006-1-348-19,2006,1,2
RUS-2006-1-348-20,2006,1,15
RUS-2006-1-348-21,2006,1,2
RUS-2006-1-348-33,2006,1,0
RUS-2006-1-348-22,2006,1,1
RUS-2006-1-348-23,2006,1,1
RUS-2007-1-348-22,2007,1,1
RUS-2006-1-348-25,2006,1,3
RUS-2006-1-348-31,2006,1,0
RUS-2006-1-348-27,2006,1,4
RUS-2006-1-348-28,2006,1,5
RUS-2006-1-348-29,2006,1,1
RUS-2006-1-348-32,2006,1,7
RUS-2006-1-348-36,2006,1,1
RUS-2001-1-348-20,2001,1,3
RUS-2006-1-348-30,2006,1,0
RUS-2006-1-348-34,2006,1,1
RUS-2006-1-348-35,2006,1,0
RUS-2006-1-348-37,2006,1,0
RUS-1999-3-365-17,1999,3,17
RUS-2006-1-348-38,2006,1,0
RUS-2006-1-348-39,2006,1,2
RUS-2006-1-348-40,2006,1,0
RUS-2006-1-348-45,2006,1,1
RUS-2006-1-348-41,2006,1,3
RUS-2006-1-348-55,2006,1,0
RUS-2006-1-348-74,2006,1,0
RUS-2006-1-348-42,2006,1,3
RUS-2006-1-348-43,2006,1,1
RUS-2006-1-348-44,2006,1,1
RUS-2006-1-348-46,2006,1,0
RUS-2006-1-348-47,2006,1,5
RUS-2012-1-773-219,2012,1,0
RUS-2006-1-348-53,2006,1,1
RUS-2006-1-348-48,2006,1,1
RUS-2006-1-348-49,2006,1,1
RUS-2006-1-348-50,2006,1,2
RUS-2006-1-348-52,2006,1,0
RUS-2006-1-348-67,2006,1,4
RUS-2006-1-348-56,2006,1,2
RUS-2006-1-348-57,2006,1,0
RUS-2006-1-348-92,2006,1,0
RUS-2006-1-348-60,2006,1,1
RUS-2006-1-348-61,2006,1,2
RUS-2006-1-348-82,2006,1,1
RUS-2006-1-348-63,2006,1,5
RUS-2006-1-348-64,2006,1,7
RUS-2006-1-348-99,2006,1,0
RUS-2006-1-348-66,2006,1,2
RUS-2006-1-348-68,2006,1,2
RUS-2006-1-348-69,2006,1,3
RUS-2006-1-348-72,2006,1,1
RUS-2006-1-348-75,2006,1,0
RUS-2006-1-348-79,2006,1,0
RUS-2006-1-348-80,2006,1,3
RUS-2006-1-348-123,2006,1,0
RUS-2006-1-348-81,2006,1,2
RUS-2006-1-348-83,2006,1,1
RUS-2006-1-348-85,2006,1,0
RUS-2006-1-348-86,2006,1,7
RUS-2006-1-348-87,2006,1,0
RUS-2006-1-348-88,2006,1,0
RUS-2006-1-348-149,2006,1,0
RUS-2006-1-348-90,2006,1,2
RUS-2006-1-348-89,2006,1,13
RUS-2006-1-348-91,2006,1,13
RUS-2006-1-348-93,2006,1,0
RUS-2006-1-348-94,2006,1,3
RUS-2006-1-348-95,2006,1,1
RUS-2006-1-348-122,2006,1,5
RUS-2006-1-348-96,2006,1,2
RUS-2006-1-348-97,2006,1,0
RUS-2006-1-348-100,2006,1,2
RUS-2006-1-348-101,2006,1,2
RUS-2006-1-348-102,2006,1,3
RUS-2006-1-348-108,2006,1,1
RUS-2006-1-348-109,2006,1,0
RUS-2006-1-348-103,2006,1,1
RUS-2006-1-348-104,2006,1,1
RUS-2006-1-348-105,2006,1,1
RUS-2006-1-348-106,2006,1,1
RUS-2006-1-348-107,2006,1,2
RUS-2007-1-348-79,2007,1,0
RUS-2006-1-348-110,2006,1,0
RUS-2006-1-348-111,2006,1,2
RUS-2006-1-348-112,2006,1,0
RUS-2006-1-348-119,2006,1,1
RUS-2006-1-348-113,2006,1,2
RUS-2006-1-348-114,2006,1,0
RUS-2006-1-348-117,2006,1,1
RUS-2006-1-348-118,2006,1,0
RUS-2006-1-348-120,2006,1,0
RUS-2006-1-348-121,2006,1,2
RUS-2006-1-348-125,2006,1,0
RUS-2012-1-773-67,2012,1,0
RUS-2006-1-348-128,2006,1,2
RUS-2006-1-348-126,2006,1,1
RUS-2006-1-348-129,2006,1,3
RUS-2006-1-348-130,2006,1,0
RUS-2007-1-348-20,2007,1,2
RUS-2006-1-348-131,2006,1,0
RUS-2006-1-348-132,2006,1,0
RUS-2006-1-348-133,2006,1,1
RUS-2006-1-348-134,2006,1,2
RUS-2006-1-348-135,2006,1,0
RUS-2006-1-348-136,2006,1,1
RUS-2006-1-348-137,2006,1,0
RUS-2006-1-348-138,2006,1,0
RUS-2006-1-348-139,2006,1,1
RUS-2007-1-348-15,2007,1,6
RUS-2006-1-348-140,2006,1,3
RUS-2007-1-348-17,2007,1,2
RUS-2006-1-348-142,2006,1,7
RUS-2006-1-348-143,2006,1,1
RUS-2012-1-773-80,2012,1,1
RUS-2012-1-773-96,2012,1,0
RUS-2006-1-348-145,2006,1,0
RUS-2007-1-348-18,2007,1,0
RUS-2006-1-348-146,2006,1,4
RUS-2006-1-348-147,2006,1,0
RUS-2006-1-348-148,2006,1,0
RUS-2007-1-348-5,2007,1,1
RUS-2007-1-348-8,2007,1,0
RUS-2007-1-348-9,2007,1,1
RUS-2007-1-348-11,2007,1,3
RUS-2007-1-348-28,2007,1,4
RUS-2007-1-348-12,2007,1,3
RUS-2007-1-348-13,2007,1,0
RUS-2007-1-348-16,2007,1,2
RUS-2007-1-348-19,2007,1,0
RUS-2007-1-348-23,2007,1,2
RUS-2007-1-348-24,2007,1,2
RUS-2007-1-348-25,2007,1,2
RUS-2007-1-348-30,2007,1,1
RUS-2007-1-348-31,2007,1,0
RUS-2007-1-348-32,2007,1,1
RUS-2007-1-348-34,2007,1,2
RUS-2007-1-348-46,2007,1,2
RUS-2007-1-348-47,2007,1,0
RUS-2007-1-348-49,2007,1,0
RUS-2007-1-348-48,2007,1,5
RUS-2007-1-348-56,2007,1,2
RUS-2007-1-348-57,2007,1,0
RUS-2007-1-348-60,2007,1,0
RUS-2007-1-348-61,2007,1,0
RUS-2007-1-348-62,2007,1,0
RUS-2007-1-348-65,2007,1,0
RUS-2007-1-348-69,2007,1,1
RUS-2007-1-773-8,2007,1,1
RUS-2010-1-773-85,2010,1,0
RUS-2007-1-348-85,2007,1,0
RUS-2007-1-773-11,2007,1,1
RUS-2007-1-348-87,2007,1,0
RUS-2007-1-348-88,2007,1,1
RUS-2007-1-348-89,2007,1,1
RUS-2007-1-348-95,2007,1,0
RUS-2007-1-348-98,2007,1,3
RUS-2007-1-348-99,2007,1,0
RUS-2007-1-348-101,2007,1,2
RUS-2007-1-773-4,2007,1,0
RUS-2009-1-773-285,2009,1,4
RUS-2009-1-773-286,2009,1,1
RUS-2009-1-773-287,2009,1,5
RUS-2009-1-773-296,2009,1,2
RUS-2009-1-773-289,2009,1,10
RUS-2009-1-773-290,2009,1,1
RUS-2009-1-773-294,2009,1,3
RUS-2009-1-773-299,2009,1,1
RUS-2010-1-773-86,2010,1,0
RUS-2009-1-773-302,2009,1,1
RUS-2009-1-773-300,2009,1,27
RUS-2009-1-773-301,2009,1,1
RUS-2009-1-773-305,2009,1,1
RUS-2012-1-773-81,2012,1,0
RUS-2009-1-773-307,2009,1,2
RUS-2009-1-773-311,2009,1,1
RUS-2009-1-773-310,2009,1,1
RUS-2009-1-773-313,2009,1,2
RUS-2009-1-773-314,2009,1,3
RUS-2009-1-773-318,2009,1,3
RUS-2009-1-773-317,2009,1,3
RUS-2009-1-773-319,2009,1,2
RUS-2010-1-773-999,2010,1,2
RUS-2010-1-773-11,2010,1,6
RUS-2010-1-773-3,2010,1,3
RUS-2010-1-773-126,2010,1,0
RUS-2010-1-773-159,2010,1,5
RUS-2010-1-773-4,2010,1,1
RUS-2010-1-773-5,2010,1,2
RUS-2010-1-773-6,2010,1,10
RUS-2010-1-773-67,2010,1,0
RUS-2010-1-773-7,2010,1,4
RUS-2010-1-773-9,2010,1,1
RUS-2010-1-773-8,2010,1,4
RUS-2010-1-773-10,2010,1,0
RUS-2010-1-773-12,2010,1,5
RUS-2010-1-773-95,2010,1,0
RUS-2010-1-773-13,2010,1,0
RUS-2010-1-773-19,2010,1,1
RUS-2010-1-773-21,2010,1,0
RUS-2010-1-773-15,2010,1,0
RUS-2010-1-773-16,2010,1,14
RUS-2010-1-773-20,2010,1,0
RUS-2010-1-773-17,2010,1,0
RUS-2010-1-773-18,2010,1,0
RUS-2010-1-773-22,2010,1,0
RUS-2010-1-773-23,2010,1,0
RUS-2010-1-773-24,2010,1,0
RUS-2010-1-773-25,2010,1,1
RUS-2010-1-773-29,2010,1,1
RUS-2010-1-773-27,2010,1,0
RUS-2010-1-773-33,2010,1,1
RUS-2010-1-773-35,2010,1,1
RUS-2010-3-1210-999,2010,3,25
RUS-2010-1-773-36,2010,1,0
RUS-2010-1-773-37,2010,1,0
RUS-2010-1-773-38,2010,1,1
RUS-2010-1-773-48,2010,1,2
RUS-2010-1-773-65,2010,1,1
RUS-2010-1-773-39,2010,1,0
RUS-2010-1-773-41,2010,1,3
RUS-2010-1-773-45,2010,1,0
RUS-2010-1-773-42,2010,1,0
RUS-2010-1-773-43,2010,1,3
RUS-2010-1-773-44,2010,1,1
RUS-2010-1-773-46,2010,1,2
RUS-2010-1-773-47,2010,1,0
RUS-2010-1-773-51,2010,1,1
RUS-2010-1-773-49,2010,1,2
RUS-2010-1-773-50,2010,1,0
RUS-2010-1-773-53,2010,1,2
RUS-2010-1-773-66,2010,1,0
RUS-2010-1-773-54,2010,1,2
RUS-2010-1-773-52,2010,1,1
RUS-2010-1-773-55,2010,1,0
RUS-2010-1-773-56,2010,1,2
RUS-2010-1-773-96,2010,1,0
RUS-2010-1-773-57,2010,1,1
RUS-2010-1-773-60,2010,1,0
RUS-2010-1-773-94,2010,1,0
RUS-2010-1-773-61,2010,1,2
RUS-2010-1-773-160,2010,1,11
RUS-2010-1-773-58,2010,1,0
RUS-2010-1-773-59,2010,1,0
RUS-2010-1-773-62,2010,1,0
RUS-2010-1-773-63,2010,1,0
RUS-1990-1-373-128,1990,1,0
RUS-2010-1-773-64,2010,1,1
RUS-2010-1-773-68,2010,1,2
RUS-2010-1-773-80,2010,1,0
RUS-2010-1-773-69,2010,1,2
RUS-2010-1-773-71,2010,1,3
RUS-2010-1-773-166,2010,1,0
RUS-2010-1-773-72,2010,1,0
RUS-2010-1-773-73,2010,1,1
RUS-2010-1-773-74,2010,1,2
RUS-2010-1-773-77,2010,1,2
RUS-2010-1-773-75,2010,1,3
RUS-2010-1-773-76,2010,1,0
RUS-2010-3-1210-3,2010,3,1
RUS-2010-1-773-78,2010,1,2
RUS-2010-1-773-79,2010,1,0
RUS-2010-1-773-83,2010,1,0
RUS-2010-1-773-87,2010,1,0
RUS-2010-1-773-81,2010,1,0
RUS-2010-1-773-82,2010,1,0
RUS-2010-1-773-84,2010,1,1
RUS-2010-1-773-88,2010,1,10
RUS-2010-1-773-89,2010,1,1
RUS-2010-1-773-90,2010,1,4
RUS-2010-1-773-91,2010,1,1
RUS-2010-1-773-92,2010,1,1
RUS-2010-1-773-93,2010,1,0
RUS-2010-1-773-98,2010,1,1
RUS-2010-1-773-99,2010,1,2
RUS-2010-1-773-113,2010,1,0
RUS-2010-1-773-100,2010,1,0
RUS-1995-1-348-138,1995,1,2
RUS-2010-1-773-101,2010,1,2
RUS-2010-1-773-102,2010,1,1
RUS-2010-1-773-209,2010,1,0
RUS-2010-1-773-103,2010,1,0
RUS-2010-1-773-104,2010,1,0
RUS-2010-1-773-106,2010,1,0
RUS-2010-1-773-109,2010,1,0
RUS-2012-1-773-97,2012,1,6
RUS-2010-1-773-110,2010,1,0
RUS-2010-1-773-108,2010,1,0
RUS-2011-1-773-64,2011,1,2
RUS-2010-1-773-114,2010,1,2
RUS-2010-1-773-107,2010,1,1
RUS-2010-1-773-111,2010,1,2
RUS-2010-1-773-112,2010,1,2
RUS-2010-1-773-115,2010,1,1
RUS-2010-1-773-116,2010,1,0
RUS-2010-1-773-118,2010,1,1
RUS-2010-1-773-134,2010,1,0
RUS-2010-1-773-119,2010,1,0
RUS-2010-1-773-122,2010,1,0
RUS-2010-1-773-123,2010,1,0
RUS-2010-1-773-124,2010,1,0
RUS-2010-1-773-125,2010,1,2
RUS-2010-1-773-135,2010,1,1
RUS-2010-1-773-129,2010,1,2
RUS-2010-1-773-128,2010,1,2
RUS-2010-1-773-130,2010,1,0
RUS-2010-1-773-131,2010,1,0
RUS-2010-1-773-132,2010,1,0
RUS-2010-1-773-137,2010,1,2
RUS-2010-1-773-133,2010,1,0
RUS-2010-1-773-175,2010,1,3
RUS-2010-1-773-139,2010,1,0
RUS-2010-3-1210-4,2010,3,0
RUS-2010-1-773-136,2010,1,0
RUS-2010-1-773-138,2010,1,2
RUS-2011-1-773-211,2011,1,0
RUS-2010-1-773-142,2010,1,4
RUS-2010-1-773-141,2010,1,0
RUS-2010-1-773-143,2010,1,0
RUS-2010-1-773-145,2010,1,1
RUS-2012-1-773-119,2012,1,0
RUS-2010-1-773-146,2010,1,1
RUS-2010-1-773-147,2010,1,3
RUS-2010-1-773-157,2010,1,1
RUS-2010-1-773-148,2010,1,2
RUS-2004-1-348-220,2004,1,0
RUS-2010-1-773-200,2010,1,1
RUS-2010-1-773-150,2010,1,4
RUS-2010-1-773-151,2010,1,1
RUS-2010-1-773-153,2010,1,4
RUS-2010-1-773-176,2010,1,10
RUS-2010-1-773-152,2010,1,5
RUS-2010-1-773-154,2010,1,5
RUS-2010-1-773-155,2010,1,3
RUS-2010-1-773-168,2010,1,1
RUS-2010-1-773-156,2010,1,5
RUS-2010-1-773-161,2010,1,2
RUS-2010-1-773-162,2010,1,1
RUS-2010-3-1210-6,2010,3,17
RUS-2010-1-773-169,2010,1,5
RUS-2010-1-773-164,2010,1,0
RUS-2010-1-773-172,2010,1,1
RUS-2003-1-348-60,2003,1,5
RUS-2010-1-773-165,2010,1,1
RUS-2010-1-773-167,2010,1,1
RUS-2010-1-773-173,2010,1,7
RUS-2010-1-773-170,2010,1,0
RUS-2010-1-773-171,2010,1,0
RUS-2010-1-773-178,2010,1,2
RUS-2010-1-773-174,2010,1,0
RUS-2010-1-773-177,2010,1,1
RUS-2010-1-773-185,2010,1,0
RUS-2010-1-773-180,2010,1,1
RUS-2010-1-773-179,2010,1,0
RUS-2010-1-773-184,2010,1,5
RUS-2010-1-773-197,2010,1,23
RUS-2010-1-773-181,2010,1,1
RUS-2010-1-773-182,2010,1,2
RUS-2010-1-773-183,2010,1,3
RUS-2000-1-348-12,2000,1,2
RUS-2010-1-773-186,2010,1,0
RUS-2010-1-773-187,2010,1,5
RUS-2010-1-773-188,2010,1,10
RUS-2010-1-773-199,2010,1,4
RUS-2010-1-773-191,2010,1,1
RUS-2011-1-773-16,2011,1,5
RUS-2010-1-773-192,2010,1,0
RUS-2010-1-773-193,2010,1,2
RUS-2010-1-773-194,2010,1,4
RUS-2010-1-773-195,2010,1,1
RUS-2010-1-773-196,2010,1,0
RUS-2012-1-773-226,2012,1,3
RUS-2010-1-773-201,2010,1,1
RUS-2010-1-773-207,2010,1,1
RUS-2010-1-773-202,2010,1,2
RUS-2010-1-773-203,2010,1,2
RUS-2010-1-773-204,2010,1,1
RUS-2010-1-773-223,2010,1,0
RUS-2010-1-773-205,2010,1,1
RUS-2010-1-773-206,2010,1,1
RUS-2010-1-773-208,2010,1,1
RUS-2010-1-773-210,2010,1,1
RUS-2010-1-773-213,2010,1,1
RUS-2010-1-773-211,2010,1,2
RUS-2010-1-773-212,2010,1,1
RUS-2010-1-773-215,2010,1,3
RUS-2010-1-773-222,2010,1,2
RUS-2010-1-773-214,2010,1,11
RUS-2011-1-773-68,2011,1,2
RUS-2010-1-773-216,2010,1,0
RUS-2010-1-773-217,2010,1,0
RUS-2010-1-773-218,2010,1,1
RUS-2010-1-773-219,2010,1,1
RUS-2010-1-773-220,2010,1,0
RUS-2010-1-773-230,2010,1,0
RUS-2010-1-773-221,2010,1,1
RUS-2010-1-773-224,2010,1,0
RUS-2010-1-773-225,2010,1,2
RUS-2010-1-773-226,2010,1,8
RUS-2010-1-773-227,2010,1,1
RUS-2011-3-1210-6,2011,3,0
RUS-2010-1-773-231,2010,1,2
RUS-2010-1-773-229,2010,1,3
RUS-2010-3-1210-5,2010,3,0
RUS-2010-1-773-232,2010,1,1
RUS-2010-1-773-236,2010,1,1
RUS-2010-1-773-235,2010,1,4
RUS-2010-1-773-234,2010,1,8
RUS-2010-3-1210-7,2010,3,1
RUS-2011-1-773-152,2011,1,0
RUS-2011-1-773-36,2011,1,3
RUS-2011-3-1210-999,2011,3,0
RUS-2011-1-773-21,2011,1,4
RUS-2011-1-773-226,2011,1,0
RUS-2011-3-1210-3,2011,3,1
RUS-2011-1-773-72,2011,1,2
RUS-2011-1-773-229,2011,1,0
RUS-2011-1-773-156,2011,1,0
RUS-2011-1-773-32,2011,1,3
RUS-2011-1-773-2,2011,1,9
RUS-2011-1-773-60,2011,1,2
RUS-2012-1-773-157,2012,1,0
RUS-2011-1-773-69,2011,1,2
RUS-2011-1-773-85,2011,1,1
RUS-2011-1-773-17,2011,1,4
RUS-2011-1-773-153,2011,1,0
RUS-2011-1-773-84,2011,1,1
RUS-2011-1-773-53,2011,1,2
RUS-2004-1-348-81,2004,1,5
RUS-2011-1-773-46,2011,1,2
RUS-2011-1-773-222,2011,1,0
RUS-2011-1-773-166,2011,1,0
RUS-2011-1-773-148,2011,1,1
RUS-2011-1-773-129,2011,1,1
RUS-2011-1-773-128,2011,1,1
RUS-2011-1-773-173,2011,1,0
RUS-2011-1-773-150,2011,1,0
RUS-2011-1-773-4,2011,1,8
RUS-2011-1-773-172,2011,1,0
RUS-2011-1-773-127,2011,1,1
RUS-2011-1-773-9,2011,1,6
RUS-2011-1-773-126,2011,1,1
RUS-2011-1-773-98,2011,1,1
RUS-2011-1-773-83,2011,1,1
RUS-2011-1-773-110,2011,1,1
RUS-2011-1-773-111,2011,1,1
RUS-2011-1-773-168,2011,1,0
RUS-2011-1-773-97,2011,1,1
RUS-2011-1-773-67,2011,1,2
RUS-2011-1-773-27,2011,1,3
RUS-2011-1-773-35,2011,1,3
RUS-2011-1-773-132,2011,1,1
RUS-2011-1-773-96,2011,1,1
RUS-2011-1-773-31,2011,1,3
RUS-2011-1-773-71,2011,1,2
RUS-2011-1-773-139,2011,1,1
RUS-2011-1-773-78,2011,1,2
RUS-2011-1-773-138,2011,1,1
RUS-2011-1-773-95,2011,1,1
RUS-2011-1-773-19,2011,1,4
RUS-2011-1-773-1010,2011,1,17
RUS-2011-1-773-102,2011,1,1
RUS-2011-1-773-94,2011,1,1
RUS-2011-1-773-221,2011,1,0
RUS-2011-1-773-52,2011,1,2
RUS-2011-1-773-133,2011,1,1
RUS-2011-3-1210-5,2011,3,0
RUS-2011-1-773-109,2011,1,1
RUS-2011-1-773-5,2011,1,8
RUS-2011-1-773-51,2011,1,2
RUS-2011-1-773-20,2011,1,4
RUS-2011-1-773-40,2011,1,3
RUS-2011-1-773-66,2011,1,2
RUS-2011-1-773-213,2011,1,0
RUS-2011-1-773-178,2011,1,0
RUS-2011-1-773-145,2011,1,1
RUS-2011-1-773-220,2011,1,0
RUS-2011-1-773-167,2011,1,0
RUS-2011-1-773-57,2011,1,2
RUS-2011-1-773-56,2011,1,2
RUS-2011-1-773-43,2011,1,3
RUS-2011-1-773-218,2011,1,0
RUS-2011-1-773-217,2011,1,0
RUS-2011-1-773-216,2011,1,0
RUS-2011-1-773-212,2011,1,0
RUS-2011-1-773-144,2011,1,1
RUS-2011-1-773-76,2011,1,2
RUS-2011-1-773-177,2011,1,0
RUS-2011-1-773-189,2011,1,0
RUS-2011-1-773-37,2011,1,3
RUS-2011-1-773-215,2011,1,0
RUS-2011-1-773-143,2011,1,1
RUS-2011-1-773-188,2011,1,0
RUS-2011-1-773-104,2011,1,1
RUS-2011-1-773-48,2011,1,2
RUS-2012-1-773-225,2012,1,64
RUS-2011-1-773-214,2011,1,0
RUS-2011-1-773-22,2011,1,4
RUS-2011-1-773-63,2011,1,2
RUS-2011-1-773-163,2011,1,0
RUS-2011-1-773-210,2011,1,0
RUS-2011-1-773-115,2011,1,1
RUS-2011-1-773-101,2011,1,1
RUS-2011-1-773-165,2011,1,0
RUS-2011-1-773-47,2011,1,2
RUS-2011-1-773-184,2011,1,0
RUS-2012-1-773-58,2012,1,0
RUS-2011-1-773-131,2011,1,1
RUS-2011-1-773-125,2011,1,1
RUS-2011-1-773-209,2011,1,0
RUS-2011-1-773-155,2011,1,1
RUS-2011-1-773-59,2011,1,2
RUS-2011-1-773-207,2011,1,0
RUS-2011-3-1210-9,2011,3,0
RUS-2011-1-773-7,2011,1,7
RUS-2011-3-1210-8,2011,3,1
RUS-2011-1-773-175,2011,1,0
RUS-2011-1-773-116,2011,1,1
RUS-2011-1-773-230,2011,1,0
RUS-2011-1-773-6,2011,1,8
RUS-2011-1-773-208,2011,1,0
RUS-2011-1-773-8,2011,1,7
RUS-2011-1-773-164,2011,1,0
RUS-2011-1-773-93,2011,1,1
RUS-2011-1-773-124,2011,1,1
RUS-2011-1-773-75,2011,1,2
RUS-2011-1-773-103,2011,1,1
RUS-2011-1-773-157,2011,1,0
RUS-2011-1-773-54,2011,1,2
RUS-2011-1-773-162,2011,1,0
RUS-2011-1-773-90,2011,1,1
RUS-2011-1-773-15,2011,1,5
RUS-2011-1-773-122,2011,1,1
RUS-2011-3-1210-10,2011,3,1
RUS-2011-1-773-113,2011,1,1
RUS-2011-1-773-108,2011,1,1
RUS-2011-1-773-227,2011,1,0
RUS-2011-1-773-223,2011,1,0
RUS-2011-1-773-206,2011,1,0
RUS-2011-1-773-121,2011,1,1
RUS-2011-1-773-79,2011,1,2
RUS-2011-1-773-91,2011,1,1
RUS-2011-1-773-176,2011,1,0
RUS-2011-1-773-120,2011,1,1
RUS-2012-1-773-35,2012,1,2
RUS-2011-1-773-50,2011,1,2
RUS-2011-1-773-38,2011,1,3
RUS-2011-1-773-34,2011,1,3
RUS-2011-1-773-161,2011,1,0
RUS-2011-1-773-149,2011,1,0
RUS-2011-1-773-204,2011,1,0
RUS-2011-1-773-171,2011,1,0
RUS-2011-1-773-225,2011,1,0
RUS-2011-1-773-89,2011,1,1
RUS-2011-1-773-112,2011,1,1
RUS-2011-1-773-11,2011,1,6
RUS-2011-1-773-203,2011,1,0
RUS-2011-1-773-137,2011,1,1
RUS-2011-1-773-88,2011,1,1
RUS-2011-1-773-24,2011,1,4
RUS-2011-1-773-202,2011,1,0
RUS-2011-1-773-200,2011,1,0
RUS-2011-1-773-107,2011,1,1
RUS-2011-1-773-119,2011,1,1
RUS-2011-1-773-118,2011,1,1
RUS-2011-1-773-86,2011,1,1
RUS-2011-1-773-117,2011,1,1
RUS-2011-1-773-160,2011,1,0
RUS-2011-1-773-169,2011,1,0
RUS-2011-1-773-3,2011,1,9
RUS-2011-1-773-201,2011,1,0
RUS-2011-1-773-73,2011,1,2
RUS-2011-1-773-100,2011,1,1
RUS-2011-1-773-74,2011,1,2
RUS-2011-1-773-62,2011,1,2
RUS-2011-1-773-14,2011,1,5
RUS-2011-1-773-99,2011,1,1
RUS-2012-1-773-138,2012,1,2
RUS-2011-1-773-29,2011,1,3
RUS-2011-3-1210-11,2011,3,0
RUS-2011-1-773-134,2011,1,1
RUS-2011-1-773-28,2011,1,3
RUS-2011-1-773-23,2011,1,4
RUS-2011-1-773-12,2011,1,6
RUS-2011-1-773-180,2011,1,0
RUS-1990-1-373-126,1990,1,5
RUS-2011-1-773-198,2011,1,0
RUS-2011-1-773-187,2011,1,0
RUS-2011-1-773-197,2011,1,0
RUS-2011-1-773-105,2011,1,1
RUS-2011-1-773-49,2011,1,2
RUS-2011-1-773-106,2011,1,1
RUS-2011-1-773-136,2011,1,1
RUS-2011-1-773-135,2011,1,1
RUS-2011-1-773-228,2011,1,0
RUS-2011-1-773-196,2011,1,0
RUS-2011-1-773-179,2011,1,0
RUS-2011-1-773-61,2011,1,2
RUS-2011-1-773-195,2011,1,0
RUS-2011-1-773-224,2011,1,0
RUS-2011-1-773-194,2011,1,0
RUS-2011-1-773-141,2011,1,1
RUS-2011-1-773-58,2011,1,2
RUS-2011-1-773-159,2011,1,0
RUS-2011-1-773-45,2011,1,2
RUS-2011-1-773-193,2011,1,0
RUS-2011-1-773-77,2011,1,2
RUS-2011-1-773-44,2011,1,2
RUS-2011-1-773-26,2011,1,3
RUS-2011-1-773-186,2011,1,0
RUS-2011-1-773-192,2011,1,0
RUS-2012-1-773-2,2012,1,4
RUS-2011-1-773-30,2011,1,3
RUS-2011-1-773-158,2011,1,0
RUS-2011-1-773-33,2011,1,3
RUS-2011-1-773-191,2011,1,0
RUS-2011-1-773-18,2011,1,4
RUS-2000-3-365-9,2000,3,23
RUS-2011-1-773-190,2011,1,0
RUS-2011-1-773-154,2011,1,0
RUS-2011-1-773-151,2011,1,0
RUS-2011-1-773-185,2011,1,0
RUS-2012-1-773-65,2012,1,15
RUS-2012-1-773-84,2012,1,0
RUS-2012-1-773-118,2012,1,19
RUS-2012-1-773-10,2012,1,1
RUS-2012-1-773-999,2012,1,0
RUS-2012-1-773-4,2012,1,0
RUS-2012-1-773-5,2012,1,0
RUS-2012-1-773-6,2012,1,1
RUS-2012-1-773-15,2012,1,0
RUS-2012-1-773-7,2012,1,2
RUS-2012-1-773-11,2012,1,3
RUS-2012-1-773-8,2012,1,1
RUS-2012-1-773-12,2012,1,0
RUS-2012-1-773-13,2012,1,9
RUS-2012-1-773-14,2012,1,3
RUS-2012-1-773-39,2012,1,3
RUS-2012-1-773-16,2012,1,2
RUS-2012-1-773-18,2012,1,4
RUS-2012-1-773-30,2012,1,2
RUS-2012-1-773-23,2012,1,8
RUS-2012-1-773-38,2012,1,3
RUS-2012-1-773-20,2012,1,5
RUS-2012-1-773-21,2012,1,2
RUS-2012-1-773-22,2012,1,2
RUS-2012-1-773-24,2012,1,1
RUS-2002-3-365-12,2002,3,2
RUS-2012-1-773-155,2012,1,1
RUS-2012-1-773-26,2012,1,1
RUS-2012-1-773-27,2012,1,0
RUS-2012-1-773-48,2012,1,0
RUS-2012-1-773-49,2012,1,4
RUS-2012-1-773-31,2012,1,2
RUS-2012-1-773-33,2012,1,6
RUS-2012-1-773-29,2012,1,2
RUS-2012-1-773-32,2012,1,4
RUS-2012-1-773-60,2012,1,1
RUS-2012-1-773-63,2012,1,1
RUS-2012-1-773-34,2012,1,3
RUS-2012-1-773-40,2012,1,3
RUS-2012-1-773-57,2012,1,1
RUS-2012-1-773-45,2012,1,0
RUS-2012-1-773-44,2012,1,0
RUS-1991-1-370-85,1991,1,8
RUS-2012-1-773-47,2012,1,4
RUS-2012-1-773-46,2012,1,5
RUS-2012-1-773-56,2012,1,0
RUS-2012-1-773-50,2012,1,2
RUS-2012-1-773-53,2012,1,1
RUS-2012-1-773-68,2012,1,3
RUS-2012-1-773-61,2012,1,1
RUS-2012-1-773-62,2012,1,1
RUS-2012-1-773-156,2012,1,0
RUS-2012-1-773-64,2012,1,3
RUS-2012-1-773-66,2012,1,0
RUS-2012-1-773-69,2012,1,4
RUS-2012-1-773-70,2012,1,1
RUS-2012-1-773-72,2012,1,1
RUS-2012-1-773-71,2012,1,4
RUS-2012-1-773-83,2012,1,2
RUS-2012-1-773-74,2012,1,1
RUS-2012-1-773-75,2012,1,0
RUS-2012-1-773-76,2012,1,13
RUS-2012-1-773-78,2012,1,9
RUS-2012-1-773-77,2012,1,0
RUS-2012-1-773-82,2012,1,1
RUS-2012-1-773-85,2012,1,2
RUS-2012-1-773-86,2012,1,2
RUS-2012-1-773-88,2012,1,1
RUS-2012-1-773-89,2012,1,1
RUS-2012-1-773-87,2012,1,1
RUS-2012-1-773-90,2012,1,0
RUS-2012-1-773-91,2012,1,1
RUS-2012-1-773-92,2012,1,0
RUS-2012-1-773-94,2012,1,0
